date,buy_and_hold,yield_trend_63d,curve_mean_reversion,vol_scaled_trend,rule_blend,l1_logistic_walkforward
2022-04-06,1.0,-1.0,-1.0,-0.6307986262360507,-1.0,1.0
2022-04-07,1.0,-1.0,-1.0,-0.6290693812223301,-1.0,1.0
2022-04-08,1.0,-1.0,-1.0,-0.6278284279396265,-1.0,1.0
2022-04-11,1.0,-1.0,-1.0,-0.6260514304414803,-1.0,1.0
2022-04-12,1.0,-1.0,-1.0,-0.6231247104831745,-1.0,1.0
2022-04-13,1.0,-1.0,-1.0,-0.6178891977787638,-1.0,1.0
2022-04-14,1.0,-1.0,-1.0,-0.6172726352596944,-1.0,1.0
2022-04-18,1.0,-1.0,0.0,-0.6083123153728283,-0.6,1.0
2022-04-19,1.0,-1.0,0.0,-0.6125680893072235,-0.6,1.0
2022-04-20,1.0,-1.0,0.0,-0.6146774121715395,-0.6,1.0
2022-04-21,1.0,-1.0,0.0,-0.6089978648075438,-0.6,1.0
2022-04-22,1.0,-1.0,0.0,-0.6082760492081811,-0.6,1.0
2022-04-25,1.0,-1.0,0.0,-0.6180300715568467,-0.6,1.0
2022-04-26,1.0,-1.0,0.0,-0.6070993115838628,-0.6,0.0
2022-04-27,1.0,-1.0,0.0,-0.6042701915155309,-0.6,0.0
2022-04-28,1.0,-1.0,0.0,-0.6063308377837842,-0.6,1.0
2022-04-29,1.0,-1.0,0.0,-0.6093704197228001,-0.6,1.0
2022-05-02,1.0,-1.0,0.0,-0.6111980171315277,-0.6,1.0
2022-05-03,1.0,-1.0,0.0,-0.6051709519281104,-0.6,1.0
2022-05-04,1.0,-1.0,0.0,-0.6037364793164357,-0.6,1.0
2022-05-05,1.0,-1.0,0.0,-0.602872155982021,-0.6,1.0
2022-05-06,1.0,-1.0,0.0,-0.5944454927700653,-0.6,1.0
2022-05-09,1.0,-1.0,0.0,-0.6005830486082945,-0.6,1.0
2022-05-10,1.0,-1.0,1.0,-0.5944059204978196,-0.19999999999999996,1.0
2022-05-11,1.0,-1.0,1.0,-0.5897515422235602,-0.19999999999999996,1.0
2022-05-12,1.0,-1.0,0.0,-0.5831465985613336,-0.6,1.0
2022-05-13,1.0,-1.0,0.0,-0.5825165302228031,-0.6,1.0
2022-05-16,1.0,-1.0,0.0,-0.5919366514844634,-0.6,1.0
2022-05-17,1.0,-1.0,0.0,-0.5901707182616568,-0.6,1.0
2022-05-18,1.0,-1.0,0.0,-0.5869798716228858,-0.6,1.0
2022-05-19,1.0,-1.0,0.0,-0.5790234145181321,-0.6,1.0
2022-05-20,1.0,-1.0,0.0,-0.5804320554927073,-0.6,1.0
2022-05-23,1.0,-1.0,0.0,-0.5795044212114872,-0.6,1.0
2022-05-24,1.0,-1.0,0.0,-0.5760848147916088,-0.6,1.0
2022-05-25,1.0,-1.0,0.0,-0.5671338790045594,-0.6,1.0
2022-05-26,1.0,-1.0,0.0,-0.5682052007904053,-0.6,1.0
2022-05-27,1.0,-1.0,0.0,-0.5680789492604387,-0.6,1.0
2022-05-31,1.0,-1.0,0.0,-0.5882890260106757,-0.6,1.0
2022-06-01,1.0,-1.0,0.0,-0.5958729768715216,-0.6,1.0
2022-06-02,1.0,-1.0,0.0,-0.6066989205015276,-0.6,1.0
2022-06-03,1.0,-1.0,0.0,-0.6056602083004181,-0.6,1.0
2022-06-06,1.0,-1.0,0.0,-0.6255864386046983,-0.6,1.0
2022-06-07,1.0,-1.0,0.0,-0.622558335138045,-0.6,1.0
