date,buy_and_hold,yield_trend_63d,curve_mean_reversion,vol_scaled_trend,rule_blend,l1_logistic_walkforward
2019-01-02,1.0026067735878674,1.0026067735878674,0.9971932264121325,1.003191912983379,1.0005213547175735,1.0026067735878674
2019-01-03,1.0114153770601608,1.0114153770601608,0.9884321847474249,1.0139474080518536,1.0022794110386435,1.0114153770601608
2019-01-04,1.0018110745436826,1.0018110745436826,0.9978182410944534,1.0027842242442748,1.0003759013851452,1.0018110745436826
2019-01-07,0.9993098011749799,0.9993098011749799,1.000309545349991,1.0000530616816172,0.9998763633655707,0.9993098011749799
2019-01-08,0.9968199728033106,0.9968199728033106,1.0028018646322954,0.9973447852654902,0.9993781153678544,0.9968199728033106
2019-01-09,0.9960658163537744,0.9960658163537744,1.0035605467559015,0.9964768254871332,0.9992268969990831,0.9960658163537744
2019-01-10,0.9961741187480923,0.9961741187480923,1.0034514294583574,0.9966007558149718,0.9992486262189066,0.9961741187480923
2019-01-11,0.9988658654761915,0.9988658654761915,1.0007400188211835,0.9997456416692156,0.9997886370803739,0.9988658654761915
2019-01-14,0.9989732831942645,0.9989732831942645,1.0006323995572546,0.9998707677704852,0.9998101404709017,0.9989732831942645
2019-01-15,0.9982158162973656,0.9982158162973656,1.0013911244715041,0.9989853581823411,0.9996585201828857,0.9982158162973656
2019-01-16,0.9974597639450543,0.9974597639450543,1.002149581813974,0.9980735399887668,0.9995070911705715,0.9974597639450543
2019-01-17,0.9958424248211235,0.9958424248211235,1.003774525280654,0.9961305087707679,0.9991829594147595,0.9958424248211235
2019-01-18,0.9925094363427346,0.9925094363427346,1.0071340617336844,0.9921381413971636,0.9985141256297096,0.9925094363427346
2019-01-22,0.9968982059773691,0.9968982059773691,1.0026806235835843,0.997324450212108,0.9993971899742594,0.9968982059773691
2019-01-23,0.9952830586289667,0.9952830586289667,1.0043051394476568,0.9954201517630581,0.9990733507474038,0.9952830586289667
2019-01-24,0.9988300286813145,0.9988300286813145,1.0007260166823733,0.9995861757586362,0.9997854463114701,0.9988300286813145
2019-01-25,0.9954805277691876,0.9954805277691876,1.004081875646778,0.9956439630664227,0.9991149053449009,0.9987301456784464
2019-01-28,0.9964492178312084,0.9964492178312084,1.003104815717164,0.9967676001102235,0.9993093506710778,0.9987301456784464
2019-01-29,0.9991407764696892,0.9991407764696892,1.000395279311564,0.9999029542184097,0.9998492075282426,0.9987301456784464
2019-01-30,1.0009778136098724,1.0009778136098724,0.9985559356212259,1.0020837473878585,1.000216875462946,1.0004665548113396
2019-01-31,1.0071546023973015,1.0071546023973015,0.9923940916493577,1.0095094560270974,1.001451294107866,1.0066401887460124
2019-02-01,1.0011306805298164,1.0011306805298164,0.9983297289940317,1.0023122965664728,1.000253332179193,1.0006193436530715
2019-02-04,0.9986363153497682,0.9986363153497682,1.0008171154687842,0.9994317703431045,0.9997548963342954,0.9981262524934139
2019-02-05,1.0004719334040575,1.0004719334040575,1.0007170337572373,1.0015561323573792,1.000817510625802,0.9999609329885802
2019-02-06,1.0014457175138007,1.0014457175138007,1.0007170337572373,1.002690016238636,1.001401982906969,1.000934219728964
2019-02-07,1.0058904283780397,1.0058904283780397,1.0007170337572373,1.007869615774825,1.0040686929612774,1.0053766604154772
2019-02-08,1.00774336070965,1.00774336070965,1.0007170337572373,1.0100998321172012,1.0051784388889797,1.0072286463445352
2019-02-11,1.0060963577760764,1.0060963577760764,1.0007170337572373,1.0081132801499229,1.0041927523131142,1.0055824846331443
2019-02-12,1.003580889809006,1.003580889809006,1.0007170337572373,1.0050810941403294,1.0026863271988489,1.0030683014649104
2019-02-13,1.0010769393973582,1.0010769393973582,1.0007170337572373,1.0020895205705875,1.0011852961206937,1.0005656299694001
2019-02-14,1.0055181822976142,1.0055181822976142,1.0007170337572373,1.0073680679985313,1.0038503302933401,1.0050046044632257
2019-02-15,1.005624320327968,1.005624320327968,1.0007170337572373,1.007494201067944,1.0039139074809253,1.0051106882825858
2019-02-19,1.0066033661120117,1.0066033661120117,0.9996426938573635,1.0086685490274978,1.0040692270400686,1.0060892340098204
2019-02-20,1.0067092192437657,1.0067092192437657,0.999537572701065,1.0087956746821898,1.00409034436905,1.0061950330760954
2019-02-21,1.0033179308106401,1.0033179308106401,1.0029047021004778,1.0047205065465414,1.0034138511164643,1.002805476775317
2019-02-22,1.006903236708545,1.006903236708545,0.9993208728544757,1.0089815608601338,1.0041309808493177,1.0063889514446365
2019-02-25,1.0052602080327924,1.0052602080327924,0.9992209407671903,1.007037375613659,1.0031077126053858,1.004746761961177
2019-02-26,1.007983112455969,1.007983112455969,0.9992209407671903,1.0102444042154475,1.0047379570370762,1.007468275635403
2019-02-27,1.00370948403402,1.00370948403402,0.9992209407671903,1.0052227644136644,1.002182035234373,1.0031968300092187
